project_name,domain,description,technologies,difficulty,dataset,learning_topics
Customer Lifetime Value Predictor,Data Science,Estimate customer LTV using BG-NBD and Gamma-Gamma models with RFM segmentation.,Python Lifetimes Pandas Plotly,Intermediate,Web-Scraped Dataset,Regression
Gesture Recognition Interface,Computer Vision,Translate hand gestures to commands using MediaPipe landmark extraction and LSTM classification.,Python MediaPipe TensorFlow OpenCV,Intermediate,Web-Scraped Dataset,Computer Vision
Pothole Detection System,Computer Vision,Automatically detect road potholes from dashcam footage using semantic segmentation with DeepLab.,Python TensorFlow OpenCV Pandas,Beginner,Public Dataset,Computer Vision
Handwriting Recognition System,Computer Vision,Recognise handwritten digits and characters using CNN trained on MNIST and IAM datasets.,Python TensorFlow Keras OpenCV,Advanced,Public Dataset,Computer Vision
Chess AI Engine,AI,Build a chess-playing AI using Monte Carlo Tree Search and a policy-value neural network.,Python PyTorch NumPy Chess,Intermediate,API-Collected Dataset,Deep Learning
YouTube View Count Predictor,Data Science,"Predict YouTube video view count from title, thumbnail, and channel features using XGBoost.",Python XGBoost Scikit-learn Pandas,Intermediate,Synthetic Dataset,Regression
Fraud Transaction Detector,Machine Learning,Detect fraudulent credit-card transactions in real time using an anomaly-detection pipeline with isolation forest.,Python Scikit-learn XGBoost Pandas,Intermediate,Research Dataset,Classification
Customer Churn Predictor,Machine Learning,Identify customers likely to cancel subscriptions using XGBoost with cohort analysis visualisations.,Python XGBoost Scikit-learn Pandas,Beginner,Synthetic Dataset,Classification
Question Answering Chatbot,NLP,Build a context-aware QA bot using RAG (retrieval augmented generation) with FAISS and GPT.,Python Transformers FAISS LangChain,Advanced,Public Dataset,Natural Language Processing
Plant Disease Identifier,Computer Vision,Classify plant leaf diseases from photos using a fine-tuned EfficientNet-B4 multiclass model.,Python TensorFlow Keras OpenCV,Advanced,Open Dataset,Computer Vision
Cryptocurrency Sentiment Dashboard,NLP,Aggregate crypto news and Twitter sentiment scores to generate buy/sell signals using VADER + RoBERTa.,Python Transformers Pandas Streamlit,Intermediate,Research Dataset,Natural Language Processing
Student Performance Predictor,Machine Learning,"Predict student exam scores from attendance, assignment scores, and activity logs using regression.",Python Scikit-learn Pandas Matplotlib,Intermediate,Open Dataset,Regression
Irrigation Optimiser,Data Science,Recommend irrigation schedules based on soil moisture sensors and weather forecasts using LSTM.,Python TensorFlow Pandas Plotly,Beginner,API-Collected Dataset,Time Series
Malware Classifier,Machine Learning,Classify malware families from static PE-file features using gradient boosting with SHAP analysis.,Python XGBoost Scikit-learn Pandas,Intermediate,Web-Scraped Dataset,Classification
Credit Score Predictor,Machine Learning,Build a credit-scoring model using customer financial history with feature importance and SHAP.,Python Scikit-learn XGBoost Pandas,Beginner,Public Dataset,Classification
Portfolio Optimiser,Data Science,Build a mean-variance portfolio optimisation tool with Monte Carlo simulations and Sharpe-ratio maximisation.,Python NumPy Pandas Plotly,Advanced,Web-Scraped Dataset,Regression
Autonomous Lane Detection,Computer Vision,Detect lane markings on roads from dashcam video using Hough transform and CNN segmentation.,Python OpenCV TensorFlow NumPy,Advanced,Government Dataset,Computer Vision
Medical Chatbot for Symptom Triage,NLP,Build a conversational symptom checker that maps user inputs to potential diagnoses using LLM fine-tuning.,Python Transformers FastAPI Streamlit,Advanced,Synthetic Dataset,Natural Language Processing
Movie Box-Office Predictor,Data Science,"Forecast box-office revenue from cast, budget, genre, and trailer sentiment using gradient boosting.",Python XGBoost Scikit-learn Pandas,Advanced,Kaggle Dataset,Regression
Employee Attrition Predictor,Machine Learning,Identify employees at risk of resignation using HR features with XGBoost and SHAP explainability.,Python XGBoost Scikit-learn Pandas,Advanced,Open Dataset,Classification
Document Scanner + OCR,Computer Vision,"Build a mobile-friendly document scanner that detects edges, deskews, and extracts text via Tesseract.",Python OpenCV Tesseract Scikit-image,Advanced,Web-Scraped Dataset,Computer Vision
Language Detection System,NLP,Identify the language of user-provided text across 50+ languages using n-gram language models.,Python Scikit-learn Langdetect Pandas,Advanced,Open Dataset,Natural Language Processing
COVID-19 X-Ray Classifier,Computer Vision,"Classify chest X-rays as COVID-19, pneumonia, or normal using transfer learning with ResNet.",Python TensorFlow Keras OpenCV,Intermediate,Government Dataset,Deep Learning
Music Playlist Generator,Machine Learning,"Generate personalised playlists by clustering audio features (BPM, key, energy) using k-means + cosine sim.",Python Scikit-learn Librosa Pandas,Beginner,Research Dataset,Recommendation Systems
Rent Yield Predictor,Data Science,Predict rental yield percentages from property listing features using gradient boosting regression.,Python Scikit-learn Pandas Plotly,Intermediate,Kaggle Dataset,Regression
Face Recognition Access System,Computer Vision,Build a face-recognition attendance system using FaceNet embeddings and cosine similarity matching.,Python TensorFlow OpenCV DeepFace,Beginner,Kaggle Dataset,Computer Vision
Age and Gender Estimator,Computer Vision,Estimate age and gender from facial images using deep CNNs trained on the UTKFace dataset.,Python TensorFlow OpenCV DeepFace,Beginner,Kaggle Dataset,Computer Vision
YouTube View Count Predictor,Data Science,"Predict YouTube video view count from title, thumbnail, and channel features using XGBoost.",Python XGBoost Scikit-learn Pandas,Intermediate,Open Dataset,Regression
Insurance Premium Estimator,Machine Learning,Estimate insurance premium quotes from customer demographics and history using gradient boosted trees.,Python XGBoost Scikit-learn Pandas,Intermediate,Kaggle Dataset,Regression
Crop Yield Predictor,Machine Learning,"Forecast crop yields per hectare from soil chemistry, weather, and satellite data using gradient boosting.",Python XGBoost Scikit-learn Pandas,Intermediate,Open Dataset,Regression
Employee Attrition Predictor,Machine Learning,Identify employees at risk of resignation using HR features with XGBoost and SHAP explainability.,Python XGBoost Scikit-learn Pandas,Beginner,Government Dataset,Classification
Twitter Trend Forecaster,NLP,Forecast trending topics on Twitter 6 hours ahead using NLP feature extraction and time-series regression.,Python Transformers Pandas Prophet,Advanced,Government Dataset,Natural Language Processing
Adaptive Quiz Generator,NLP,Generate difficulty-adapted quiz questions from study material using GPT fine-tuning and knowledge graphs.,Python Transformers HuggingFace FastAPI,Beginner,Kaggle Dataset,Natural Language Processing
Spam Email Classifier,NLP,Filter spam emails using TF-IDF + naive Bayes with multinomial likelihood estimation and threshold tuning.,Python Scikit-learn Pandas Matplotlib,Beginner,Public Dataset,Natural Language Processing
Game Bot with Reinforcement Learning,AI,Train an RL agent to play Atari games using Deep Q-Network (DQN) with experience replay.,Python Stable-Baselines3 Gym PyTorch,Intermediate,Public Dataset,Deep Learning
Handwriting Recognition System,Computer Vision,Recognise handwritten digits and characters using CNN trained on MNIST and IAM datasets.,Python TensorFlow Keras OpenCV,Beginner,Open Dataset,Computer Vision
Brain Tumor Segmentation,Computer Vision,Segment brain MRI scans to localise and grade tumour regions using U-Net architecture.,Python PyTorch OpenCV Scikit-learn,Intermediate,Public Dataset,Computer Vision
Heart Disease Risk Predictor,Machine Learning,Predict patient heart disease risk from clinical features using ensemble classifiers and SHAP explainability.,Python Scikit-learn XGBoost Pandas,Beginner,Kaggle Dataset,Classification
Resume Parser + Job Matcher,NLP,Extract skills and experience from resumes and match them to job postings using semantic similarity.,Python SpaCy Transformers Scikit-learn,Intermediate,Open Dataset,Natural Language Processing
Customer Lifetime Value Predictor,Data Science,Estimate customer LTV using BG-NBD and Gamma-Gamma models with RFM segmentation.,Python Lifetimes Pandas Plotly,Intermediate,API-Collected Dataset,Regression
Property Listing Classifier,NLP,Classify real-estate listings into property types from listing description text using TF-IDF + SVM.,Python Scikit-learn Pandas Matplotlib,Advanced,API-Collected Dataset,Natural Language Processing
Flight Delay Predictor,Machine Learning,"Predict flight delays from weather, carrier, and airport data using gradient boosting classification.",Python XGBoost Scikit-learn Pandas,Advanced,Synthetic Dataset,Classification
Retail Sales Forecaster,Data Science,"Forecast store-level weekly sales using LightGBM with lag features, holidays, and weather data.",Python LightGBM Pandas Prophet,Intermediate,Research Dataset,Time Series
Price Comparison Scraper + ML Pricer,Data Science,Scrape competitor prices and predict the optimal listing price using regression with market features.,Python Scikit-learn BeautifulSoup Pandas,Beginner,Web-Scraped Dataset,Regression
Cart Abandonment Predictor,Machine Learning,Predict which users will abandon their shopping cart and trigger targeted retention campaigns.,Python XGBoost Scikit-learn Pandas,Beginner,Synthetic Dataset,Classification
Portfolio Optimiser,Data Science,Build a mean-variance portfolio optimisation tool with Monte Carlo simulations and Sharpe-ratio maximisation.,Python NumPy Pandas Plotly,Intermediate,Open Dataset,Regression
Fake News Detector,NLP,Detect misinformation in news articles using TF-IDF + LSTM with a claim-source credibility graph.,Python TensorFlow Transformers Pandas,Advanced,Government Dataset,Natural Language Processing
Ride-Sharing Demand Forecaster,Data Science,Forecast ride-share demand at zone-hour level using spatio-temporal LSTM on NYC taxi data.,Python TensorFlow Pandas Folium,Advanced,Public Dataset,Time Series
Content Moderation Classifier,NLP,Automatically flag toxic and rule-violating content using a multi-label BERT classifier.,Python Transformers HuggingFace Pandas,Advanced,Kaggle Dataset,Natural Language Processing
Irrigation Optimiser,Data Science,Recommend irrigation schedules based on soil moisture sensors and weather forecasts using LSTM.,Python TensorFlow Pandas Plotly,Advanced,Public Dataset,Time Series
Pest Outbreak Forecaster,Machine Learning,Predict regional pest outbreak probability from agricultural and climate data using random forest.,Python Scikit-learn Pandas Matplotlib,Intermediate,Research Dataset,Classification
Handwriting Recognition System,Computer Vision,Recognise handwritten digits and characters using CNN trained on MNIST and IAM datasets.,Python TensorFlow Keras OpenCV,Intermediate,API-Collected Dataset,Computer Vision
